time,charge_mw,discharge_mw,net_mw,soc_mwh,q05,q50,q95,dispatch_price,spread
2026-04-30 00:00:00+03:00,0.0,50.0,50.0,36.842105,70.21507330317333,127.81862818725168,180.07390240758934,126.74897205450353,109.85882910441602
2026-04-30 00:15:00+03:00,0.0,0.0,0.0,36.842105,70.23181940783307,126.36603481368152,163.43884892648165,122.55375455507186,93.20702951864858
2026-04-30 00:30:00+03:00,0.0,0.0,0.0,36.842105,69.57646760857345,124.76622683048032,158.65040034008,120.50510968801889,89.07393273150656
2026-04-30 00:45:00+03:00,0.0,0.0,0.0,36.842105,68.79727537730402,119.47481183218272,157.93954609018647,117.03225139280774,89.14227071288245
2026-04-30 01:00:00+03:00,0.0,0.0,0.0,36.842105,69.12018714141635,125.44674637161785,156.99506611930718,120.49109847511542,87.87487897789083
2026-04-30 01:15:00+03:00,0.0,0.0,0.0,36.842105,64.64758942502894,121.94800505737811,161.54184403733314,118.40668972689929,96.8942546123042
2026-04-30 01:30:00+03:00,0.0,0.0,0.0,36.842105,66.82211592601584,121.15779189414599,163.15072060007918,118.6892424417066,96.32860467406334
2026-04-30 01:45:00+03:00,0.0,0.0,0.0,36.842105,66.28627169247348,118.9102642227381,164.30903032422327,117.46521893698223,98.0227586317498
2026-04-30 02:00:00+03:00,0.0,0.0,0.0,36.842105,63.18490284006701,118.5987924102466,162.34793474439095,116.26584296303955,99.16303190432394
2026-04-30 02:15:00+03:00,0.0,0.0,0.0,36.842105,62.5200284000134,119.72378359093926,158.31392166906994,116.00106016838022,95.79389326905654
2026-04-30 02:30:00+03:00,0.0,0.0,0.0,36.842105,63.18490284006701,118.3671671750013,164.39399878235736,116.53608062948564,101.20909594229035
2026-04-30 02:45:00+03:00,0.0,0.0,0.0,36.842105,63.720747073609374,119.24097068179029,166.11189661749978,117.51111114729599,102.3911495438904
2026-04-30 03:00:00+03:00,0.0,0.0,0.0,36.842105,60.868070652631886,117.14784048236558,158.6469753790831,114.19171349576234,97.77890472645122
2026-04-30 03:15:00+03:00,0.0,0.0,0.0,36.842105,59.3361763825104,117.8714502196907,160.5612969167013,114.70236479165678,101.2251205341909
2026-04-30 03:30:00+03:00,0.0,0.0,0.0,36.842105,62.30963226187187,115.30797772353736,157.53111283537154,113.15293565357109,95.22148057349968
2026-04-30 03:45:00+03:00,0.0,0.0,0.0,36.842105,61.44934837161409,115.95866867238479,159.70941967832246,113.80695481341817,98.26007130670837
2026-04-30 04:00:00+03:00,0.0,0.0,0.0,36.842105,62.80374369911172,117.02881247257744,160.77926067589684,114.93388835854816,97.97551697678512
2026-04-30 04:15:00+03:00,0.0,0.0,0.0,36.842105,63.72462876607662,116.5271637203069,157.3530105930151,114.13182610400249,93.6283818269385
2026-04-30 04:30:00+03:00,0.0,0.0,0.0,36.842105,64.12758567299122,116.20059192952911,159.8513393013196,114.51614015257962,95.72375362832838
2026-04-30 04:45:00+03:00,0.0,0.0,0.0,36.842105,66.41672486501723,120.25310268439253,165.9286016125409,118.62092690614716,99.51187674752366
2026-04-30 05:00:00+03:00,0.0,0.0,0.0,36.842105,64.18090923323372,116.39166424029335,152.83255819378758,113.23769202958026,88.65164896055386
2026-04-30 05:15:00+03:00,0.0,0.0,0.0,36.842105,64.18090923323372,116.33225738312905,153.1939653247975,113.27432934148366,89.01305609156377
2026-04-30 05:30:00+03:00,0.0,0.0,0.0,36.842105,67.20360792528425,123.07427654266584,160.89965116592188,119.46521774384073,93.69604324063764
2026-04-30 05:45:00+03:00,0.0,0.0,0.0,36.842105,70.62468828402345,124.76264096720624,164.62776606534842,121.90807545019811,94.00307778132498
2026-04-30 06:00:00+03:00,0.0,50.0,50.0,23.684211,66.78845498741548,126.53932620599019,197.09786460548543,128.7008596421743,130.30940961806994
2026-04-30 06:15:00+03:00,0.0,21.0,21.0,18.157895,67.84798972541103,126.37476429336633,175.12938907479992,124.42033433606198,107.28139934938889
2026-04-30 06:30:00+03:00,0.0,50.0,50.0,5.0,71.25051035572199,129.21890241399925,166.14687279141592,125.01081807782712,94.89636243569393
2026-04-30 06:45:00+03:00,0.0,0.0,0.0,5.0,71.03757788629196,129.20407731450877,159.6569149358139,123.66134495312643,88.61933704952193
2026-04-30 07:00:00+03:00,0.0,0.0,0.0,5.0,56.218978637482095,124.37517206981025,179.47118670520146,121.76313631042287,123.25220806771937
2026-04-30 07:15:00+03:00,0.0,0.0,0.0,5.0,51.21324336477218,118.61430433511714,157.6961497000615,112.95046121403702,106.48290633528933
2026-04-30 07:30:00+03:00,0.0,0.0,0.0,5.0,40.308925498322566,106.69425686184431,152.49135064171082,102.57660934511327,112.18242514338826
2026-04-30 07:45:00+03:00,0.0,0.0,0.0,5.0,34.17937638068429,101.90213387237603,143.45712927385213,96.6685814543329,109.27775289316784
2026-04-30 08:00:00+03:00,0.0,0.0,0.0,5.0,35.607304021483344,101.17760782277969,142.69378888402596,96.36678327476969,107.08648486254262
2026-04-30 08:15:00+03:00,0.0,0.0,0.0,5.0,30.968588389410858,99.63225913196743,146.995982601466,95.37226967735583,116.02739421205516
2026-04-30 08:30:00+03:00,0.0,0.0,0.0,5.0,5.332683007509587,85.60112381762517,129.85372517825644,78.3979559277283,124.52104217074685
2026-04-30 08:45:00+03:00,0.0,0.0,0.0,5.0,0.9205288141285308,77.44850050743335,123.60274958656962,71.37375598459964,122.68222077244108
2026-04-30 09:00:00+03:00,0.0,0.0,0.0,5.0,-6.761908603480093,76.94515074167126,132.54560729053108,71.32383018241295,139.30751589401117
2026-04-30 09:15:00+03:00,50.0,0.0,-50.0,16.875,-7.422537619088408,74.71371908420352,123.60042957237815,68.06380984118006,131.02296719146656
2026-04-30 09:30:00+03:00,50.0,0.0,-50.0,28.75,0.06264751833033877,76.06448823296572,122.79029174604335,70.20928079265417,122.72764422771301
2026-04-30 09:45:00+03:00,28.947368,0.0,-28.947368,35.625,0.9177881033544573,77.01962083801575,123.07607481288085,71.01054508605651,122.1582867095264
2026-04-30 10:00:00+03:00,50.0,0.0,-50.0,47.5,-0.15380832508598985,76.85090346807658,118.54163945213818,69.78810830625639,118.69544777722417
2026-04-30 10:15:00+03:00,50.0,0.0,-50.0,59.375,-0.1441918124851309,76.54382023697477,120.54204842315409,70.00586346431865,120.68624023563922
2026-04-30 10:30:00+03:00,50.0,0.0,-50.0,71.25,-0.49991528597349877,77.19417233722632,122.15327117317193,70.64717457977548,122.65318645914543
2026-04-30 10:45:00+03:00,50.0,0.0,-50.0,83.125,-0.45180372770353294,77.27802815666192,121.35421180640412,70.54729850973726,121.80601553410766
2026-04-30 11:00:00+03:00,50.0,0.0,-50.0,95.0,-2.388396202430947,77.66669881476241,120.67795825990945,70.25793170035314,123.0663544623404
2026-04-30 11:15:00+03:00,0.0,0.0,0.0,95.0,-1.3142871831672664,78.19475385227142,122.1143238716854,71.07685964906648,123.42861105485267
2026-04-30 11:30:00+03:00,0.0,0.0,0.0,95.0,-0.8716009865645127,78.34693406553123,122.1143238716854,71.25670501634292,122.98592485824992
2026-04-30 11:45:00+03:00,0.0,0.0,0.0,95.0,0.574913174503143,78.19117926666374,120.10556271528682,71.05080273795623,119.53064954078368
2026-04-30 12:00:00+03:00,0.0,0.0,0.0,95.0,1.752149777719989,78.1703473496591,119.97149585923805,71.24693753718707,118.21934608151805
2026-04-30 12:15:00+03:00,0.0,0.0,0.0,95.0,1.752149777719989,78.47134401007006,119.91988613904672,71.41721358939537,118.16773636132673
2026-04-30 12:30:00+03:00,0.0,0.0,0.0,95.0,1.7615128319621043,78.66066012035458,120.17386462891446,71.58347156438805,118.41235179695235
2026-04-30 12:45:00+03:00,0.0,0.0,0.0,95.0,1.7861025717604804,78.92918817274992,120.17386462891446,71.74950634378493,118.38776205715398
2026-04-30 13:00:00+03:00,0.0,0.0,0.0,95.0,0.7802726621858014,78.14546354807513,120.81888324944069,71.20710931117037,120.03861058725488
2026-04-30 13:15:00+03:00,0.0,0.0,0.0,95.0,1.7991713422408537,78.09061645838409,119.49090718090102,71.11238557965882,117.69173583866016
2026-04-30 13:30:00+03:00,0.0,0.0,0.0,95.0,2.8411614165330334,77.96463328390232,120.02607443856556,71.35222714136111,117.18491302203253
2026-04-30 13:45:00+03:00,0.0,0.0,0.0,95.0,2.8411614165330334,77.97441549128152,120.07054229241152,71.36699003655782,117.22938087587849
2026-04-30 14:00:00+03:00,0.0,0.0,0.0,95.0,1.763466976398167,77.5980313203251,121.52679594660776,71.21687137679625,119.7633289702096
2026-04-30 14:15:00+03:00,0.0,0.0,0.0,95.0,1.5564181815788132,79.78907641104487,121.28078836820163,72.44088715658302,119.72437018662282
2026-04-30 14:30:00+03:00,0.0,0.0,0.0,95.0,2.087350829683622,80.07701093565638,121.28716048980269,72.72110882529108,119.19980966011906
2026-04-30 14:45:00+03:00,0.0,0.0,0.0,95.0,-1.4154223952122251,80.9262006045596,121.1827755926133,72.50919100221597,122.59819798782553
2026-04-30 15:00:00+03:00,0.0,0.0,0.0,95.0,-3.3316335176058587,80.30314251059693,128.81063049026204,73.2776849008894,132.1422640078679
2026-04-30 15:15:00+03:00,0.0,0.0,0.0,95.0,-2.6115112282077355,80.76517930779627,129.3295632465304,73.8027179883423,131.94107447473814
2026-04-30 15:30:00+03:00,0.0,0.0,0.0,95.0,-2.916538092702922,85.44303386340923,132.75237222804407,77.23298714511375,135.668910320747
2026-04-30 15:45:00+03:00,0.0,0.0,0.0,95.0,-2.974188328235776,83.80194450707151,132.3033959835979,76.14700823531533,135.2775843118337
2026-04-30 16:00:00+03:00,0.0,0.0,0.0,95.0,2.8716320259982417,85.28763787735286,134.213609429371,78.58963101748557,131.34197740337274
2026-04-30 16:15:00+03:00,0.0,0.0,0.0,95.0,6.978656398941329,87.04219835082003,136.7531778780072,80.97168586588172,129.77452147906587
2026-04-30 16:30:00+03:00,0.0,0.0,0.0,95.0,18.46060346354393,96.98695512458752,150.55572372171653,91.9954385118046,132.0951202581726
2026-04-30 16:45:00+03:00,0.0,0.0,0.0,95.0,16.85849853255419,99.44755609490485,162.52449504542946,95.54513237253965,145.66599651287527
2026-04-30 17:00:00+03:00,0.0,0.0,0.0,95.0,21.58399555128376,98.46781727518083,163.21523454636534,96.04053638463832,141.6312389950816
2026-04-30 17:15:00+03:00,0.0,0.0,0.0,95.0,27.80985770730216,101.50239996036882,165.49010869156317,99.56143325599436,137.680250984261
2026-04-30 17:30:00+03:00,0.0,0.0,0.0,95.0,50.69813839272051,122.92995998949183,192.6953946588001,122.43668260399923,141.9972562660796
2026-04-30 17:45:00+03:00,0.0,0.0,0.0,95.0,57.505068014888494,131.90364078737986,219.76283280677868,134.59576463676137,162.25776479189017
2026-04-30 18:00:00+03:00,0.0,0.0,0.0,95.0,53.79375469376623,122.7913046569196,169.54490684563544,118.34251510203211,115.7511521518692
2026-04-30 18:15:00+03:00,0.0,0.0,0.0,95.0,54.43749357414612,124.84393143589057,177.80139666939482,121.35413691024253,123.3639030952487
2026-04-30 18:30:00+03:00,0.0,0.0,0.0,95.0,64.34483150831251,133.73827966350086,194.52759225017192,132.01745254979738,130.1827607418594
2026-04-30 18:45:00+03:00,0.0,50.0,50.0,81.842105,63.436734765157766,139.66553875853597,226.0367784533128,141.69402589881568,162.60004368815504
2026-04-30 19:00:00+03:00,0.0,0.0,0.0,81.842105,60.15375057056569,135.09473337832463,193.80772884434,131.84913590997593,133.65397827377433
2026-04-30 19:15:00+03:00,0.0,50.0,50.0,68.684211,62.108660968487314,149.3795265643327,224.42690008532506,146.9348281493621,162.31823911683773
2026-04-30 19:30:00+03:00,0.0,42.0,42.0,57.631579,61.611195655591814,141.04329293931085,206.2438521816848,138.19698533104184,144.63265652609297
2026-04-30 19:45:00+03:00,0.0,50.0,50.0,44.473684,61.611195655591814,150.72333042186756,232.71620448027633,149.29947828029418,171.10500882468452
2026-04-30 20:00:00+03:00,0.0,50.0,50.0,31.315789,66.52536356987295,151.04384736432453,229.2365611169768,149.77869335596466,162.71119754710384
2026-04-30 20:15:00+03:00,0.0,50.0,50.0,18.157895,67.1444645263313,144.84864139918227,210.7419689368426,142.48647153214415,143.5975044105113
2026-04-30 20:30:00+03:00,0.0,0.0,0.0,18.157895,67.58493069257364,138.79566896833865,200.6002251058987,136.91443254069765,133.01529441332505
2026-04-30 20:45:00+03:00,0.0,0.0,0.0,18.157895,67.05112453609158,127.63838487224453,180.01743544385667,125.99674291933637,112.96631090776509
2026-04-30 21:00:00+03:00,0.0,50.0,50.0,5.0,66.41802099755361,142.3841086965242,207.19218059810572,140.15250553704638,140.7741596005521
2026-04-30 21:15:00+03:00,0.0,0.0,0.0,5.0,66.41802099755361,135.2754393157082,195.33475661007,133.51581911094965,128.9167356125164
2026-04-30 21:30:00+03:00,0.0,0.0,0.0,5.0,66.41802099755361,131.6941473050968,189.275022659253,130.1550971144194,122.8570016616994
2026-04-30 21:45:00+03:00,0.0,0.0,0.0,5.0,66.41802099755361,128.8505739247078,171.8188934885598,124.95772725204735,105.4008724910062
2026-04-30 22:00:00+03:00,0.0,0.0,0.0,5.0,67.1282948718451,127.34325353294324,164.74849229759747,122.78130955365445,97.62019742575237
2026-04-30 22:15:00+03:00,0.0,0.0,0.0,5.0,67.14537543207229,124.96662949279747,167.0051503062084,121.81008284333461,99.85977487413612
2026-04-30 22:30:00+03:00,0.0,0.0,0.0,5.0,67.7917172977134,122.89012475482036,160.3757590150455,119.36757011544401,92.5840417173321
2026-04-30 22:45:00+03:00,0.0,0.0,0.0,5.0,66.5342683939318,121.78923091706051,155.49203927785578,117.47880008459383,88.95777088392398
2026-04-30 23:00:00+03:00,0.0,0.0,0.0,5.0,65.99927125526877,122.99781580537939,167.97100009995597,120.59274375427259,101.9717288446872
2026-04-30 23:15:00+03:00,0.0,0.0,0.0,5.0,65.54299078811167,121.84097034743255,161.7272082240916,118.55862201090018,96.18421743597995
2026-04-30 23:30:00+03:00,0.0,0.0,0.0,5.0,65.3958266753223,117.04043726518782,154.3249764566969,114.16842298551653,88.9291497813746
2026-04-30 23:45:00+03:00,0.0,0.0,0.0,5.0,63.758828215913965,115.2820924478053,151.4585733393473,112.21273577973543,87.69974512343335
